Sex	Autonomous Communities and Cities	Age	Periodo	Total
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2016QI	33,21
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2015QIV	44,05
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2015QIII	32,64
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2015QII	30,88
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2015QI	34,12
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2014QIV	34,74
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2014QIII	34,87
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2014QII	41,17
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2014QI	46,06
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2013QIV	40,29
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2013QIII	48,7
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2013QII	49,98
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2013QI	43,44
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2012QIV	47,46
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2012QIII	22,62
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2012QII	37,36
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2012QI	38,02
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2011QIV	32,69
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2011QIII	22,35
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2011QII	21,32
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2011QI	24,54
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2010QIV	26,72
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2010QIII	27,48
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2010QII	31,48
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2010QI	25,58
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2009QIV	26,47
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2009QIII	23,72
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2009QII	30,59
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2009QI	21,05
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2008QIV	17
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2008QIII	10,22
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2008QII	13,19
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2008QI	12,73
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2007QIV	6,71
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2007QIII	11,11
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2007QII	13,39
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2007QI	7,52
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2006QIV	11,5
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2006QIII	13,09
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2006QII	12,27
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2006QI	18,18
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2005QIV	15,99
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2005QIII	16,07
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2005QII	11,28
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2005QI	9,68
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2004QIV	9,13
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2004QIII	10,49
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2004QII	10,94
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2004QI	15,52
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2003QIV	18,05
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2003QIII	15,58
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2003QII	10,75
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2003QI	13,29
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2002QIV	9,49
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2002QIII	10,9
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2002QII	8,74
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2002QI	12,84
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2026QI	8,94
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2025QIV	7,02
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2025QIII	6,7
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2025QII	7,4
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2025QI	7,3
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2024QIV	6,23
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2024QIII	6,87
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2024QII	5,98
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2024QI	8,25
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2023QIV	8,63
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2023QIII	8,14
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2023QII	7,53
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2023QI	12,82
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2022QIV	9,71
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2022QIII	8,23
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2022QII	8,61
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2022QI	11,03
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2021QIV	10,62
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2021QIII	11,32
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2021QII	9,54
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2021QI	10,31
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2020QIV	11,66
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2020QIII	8,87
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2020QII	9,54
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2020QI	8,41
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2019QIV	9,47
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2019QIII	7,1
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2019QII	6,91
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2019QI	8,04
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2018QIV	9,84
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2018QIII	9,1
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2018QII	8,74
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2018QI	9,33
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2017QIV	9,14
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2017QIII	9,68
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2017QII	9,02
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2017QI	9,05
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2016QIV	9,66
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2016QIII	11,2
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2016QII	11,45
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2016QI	13,6
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2015QIV	12,21
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2015QIII	12,82
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2015QII	12,28
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2015QI	15,55
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2014QIV	14,64
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2014QIII	13,36
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2014QII	14,56
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2014QI	15,62
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2013QIV	15,54
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2013QIII	16,68
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2013QII	17,8
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2013QI	19,12
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2012QIV	16,19
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2012QIII	14,3
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2012QII	15,73
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2012QI	15,76
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2011QIV	13,32
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2011QIII	11,17
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2011QII	12,05
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2011QI	12,49
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2010QIV	10,85
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2010QIII	11,4
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2010QII	9,4
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2010QI	11,34
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2009QIV	9,64
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2009QIII	9,03
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2009QII	9,91
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2009QI	9,58
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2008QIV	7,29
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2008QIII	6,44
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2008QII	4,95
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2008QI	5,57
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2007QIV	4,29
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2007QIII	3,82
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2007QII	4,02
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2007QI	4,81
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2006QIV	4,11
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2006QIII	4,19
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2006QII	5,1
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2006QI	5,23
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2005QIV	4,82
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2005QIII	3,57
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2005QII	4,56
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2005QI	6,15
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2004QIV	4,55
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2004QIII	4,32
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2004QII	4,98
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2004QI	5,91
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2003QIV	5,36
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2003QIII	4,93
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2003QII	5
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2003QI	5,36
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2002QIV	5,29
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2002QIII	5,91
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2002QII	4,44
Both genders	15 Navarra, Comunidad Foral de	From 25 to 54 years	2002QI	5,3
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2026QI	5,45
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2025QIV	5,39
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2025QIII	5,96
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2025QII	5,66
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2025QI	4,41
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2024QIV	3,01
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2024QIII	4,97
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2024QII	7,09
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2024QI	5,41
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2023QIV	8,25
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2023QIII	6,04
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2023QII	6,36
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2023QI	6,7
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2022QIV	6,16
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2022QIII	5,78
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2022QII	6,37
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2022QI	8,12
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2021QIV	4,76
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2021QIII	7,8
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2021QII	8,28
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2021QI	10,77
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2020QIV	8,8
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2020QIII	7,3
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2020QII	5,41
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2020QI	6,42
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2019QIV	4,51
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2019QIII	5,35
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2019QII	5,32
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2019QI	4,42
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2018QIV	5,54
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2018QIII	6,5
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2018QII	7,36
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2018QI	9,49
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2017QIV	4,06
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2017QIII	7,37
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2017QII	7,6
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2017QI	5,91
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2016QIV	5,52
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2016QIII	9,96
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2016QII	11,31
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2016QI	10,37
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2015QIV	9,71
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2015QIII	9,18
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2015QII	7
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2015QI	6,71
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2014QIV	6,42
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2014QIII	10,1
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2014QII	10,23
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2014QI	11,8
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2013QIV	9,18
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2013QIII	9,05
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2013QII	8,08
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2013QI	8,85
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2012QIV	9,53
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2012QIII	11,05
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2012QII	7,16
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2012QI	7,37
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2011QIV	6,65
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2011QIII	4,57
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2011QII	7,59
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2011QI	11,42
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2010QIV	6,54
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2010QIII	7,44
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2010QII	5,9
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2010QI	8,98
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2009QIV	5,95
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2009QIII	5,34
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2009QII	5,61
Both genders	15 Navarra, Comunidad Foral de	De 55 y más años	2009QI	4,71
